"voxel_id","lon","lat","PC1","PC2","PC3","bin_PC1","bin_PC2","bin_PC3"
"5_1_8",7.65136,44.07167,-2.17253586948737,-3.75965178420888,0.194546719725092,5,1,8
"5_1_8",7.57546,44.03836,-2.76712797947015,-3.77046717361766,-0.0231076309539135,5,1,8
"5_1_8",7.65922,44.07256,-2.17253586948737,-3.75965178420888,0.194546719725092,5,1,8
"6_6_9",7.708098,48.07488,0.408976032620475,0.844898081198619,1.0415574081577,6,6,9
"6_6_9",7.58096,47.58942,0.411592533833588,0.704902874373747,1.17803405354778,6,6,9
"7_1_8",7.29897,43.93946,0.682040439891143,-3.63112419401178,0.136551999334568,7,1,8
"7_6_9",4.19022,45.5242,1.88342040522566,0.905875318321419,1.0743647145488,7,6,9
"7_6_9",4.0894,45.54921,1.51523189797232,0.796933905023947,1.09585126319764,7,6,9
"7_6_9",4.09117,45.63925,1.88113751711051,0.878066008679633,1.11412643749631,7,6,9
"7_6_9",4.13147,45.55664,1.51523189797232,0.796933905023947,1.09585126319764,7,6,9
"7_6_9",4.21755,45.5479,1.88342040522566,0.905875318321419,1.0743647145488,7,6,9
"8_3_8",1.66943,44.91623,3.52403304374569,-1.48909667672535,0.533338158228933,8,3,8
"8_3_8",0.15,40.79,3.96311276709838,-1.82875181669869,0.734860911618223,8,3,8
"8_3_8",1.54507,44.82463,4.0085780419935,-1.87068036169491,0.322664416014064,8,3,8
"8_3_8",1.41605,44.91291,4.25185078689613,-1.93390361883553,0.387593354789323,8,3,8
"9_3_8",2.07043,43.66007,4.93126710539946,-1.69256300637678,0.214715351904912,9,3,8
"7_3_8",2.32044,43.48196,1.69674647458546,-2.05783823400291,0.0999668255295596,7,3,8
"8_4_8",2.06011,44.29,3.44679225423281,-0.861613497902531,0.666503124383181,8,4,8
"8_4_8",1.69044,44.01617,4.18190550245112,-1.19691178825318,0.592659297023399,8,4,8
"8_4_9",2.0541,44.65006,3.78623243694377,-0.41529236570906,1.30273165949207,8,4,9
"8_4_9",2.05861,44.38001,3.45145602491437,-0.49141446564943,1.17943275634756,8,4,9
"8_4_9",1.06,42.16,2.60929712128095,-0.567059865152425,1.43887999892815,8,4,9
"8_4_9",2.05561,44.56004,4.0226865982245,-0.397437720402722,1.3243113144109,8,4,9
"10_5_6",-2.4511488,38.3587905,6.33665449838286,0.145133380210814,-1.8788182151314,10,5,6
"10_5_6",-2.341147,38.378792,7.49171700360723,-0.088101614735676,-1.58500262844451,10,5,6
"9_5_9",1.0088599,41.8488969,5.75927223890014,-0.0486140430211431,1.71914524327631,9,5,9
"9_5_9",-0.401174,42.1088882,4.42203214776668,0.213727427592349,1.43644563937312,9,5,9
"9_5_9",0.768855,41.8488944,5.15072170735331,0.523879646411948,1.15771615415098,9,5,9
"10_6_9",0.1788418,41.8988895,6.85055336784601,1.00431957074229,1.1530081733319,10,6,9
"9_6_9",0.218841,41.9888919,6.23517121963541,0.875387924206923,1.11442635946874,9,6,9
"8_3_10",1.7388799,41.5888984,4.26774176445011,-2.44788777328841,2.81632880277506,8,3,10
"9_2_9",1.0288717,41.2188832,5.8160598851005,-3.06842688299189,1.16054557064074,9,2,9
"10_4_9",0.1988566,41.1088724,8.25780245819,-0.877620595416243,0.981732076051754,10,4,9
"10_4_8",0.3188588,41.1188738,7.68987564893164,-1.23336985835676,0.739011362263541,10,4,8
"10_5_9",0.95,41.71,7.50146331105911,0.312633083507867,1.84075178923497,10,5,9
"3_2_7",10.541513,51.824944,-6.36184394014141,-2.50233872392434,-0.380630371560511,3,2,7
"6_7_8",11.04153,51.024938,-0.768261094594792,2.01554803317011,0.379461188381215,6,7,8
"6_7_8",9.791496,49.824922,-0.747985168872046,1.74087284581773,0.0423854173492959,6,7,8
"6_7_8",9.958164,49.824915,-0.435954311710142,1.92560743809621,0.00591428239822524,6,7,8
"6_7_8",9.624822,49.824912,-0.234769107959977,1.75713050794157,0.173437500033546,6,7,8
"6_7_8",11.041529,50.974938,-1.2778950760827,1.89477566692528,0.332269680160073,6,7,8
"5_6_8",9.958165,50.724931,-1.97825784601418,1.34930595184085,0.139268279054531,5,6,8
"5_6_8",10.291508,51.124931,-2.18488017523553,1.0995676343187,0.353547171358972,5,6,8
"5_6_8",10.458178,51.274941,-2.74447673583423,0.776770670539878,0.458997904398673,5,6,8
"5_6_8",10.041503,48.424909,-2.2732787578173,1.12595368596119,0.123642561211334,5,6,8
"5_6_8",11.041529,51.474941,-1.42497131644504,1.42522606364462,0.535462940489632,5,6,8
"4_5_8",10.95819,51.62495,-3.58436488963741,0.239017244856071,0.605170099379676,4,5,8
"4_5_8",9.541486,48.424902,-3.77641097312272,0.0772940932856422,0.524176649087067,4,5,8
"4_5_8",9.791498,48.574906,-3.36923335884011,0.473641414654111,0.393374311983526,4,5,8
"4_5_8",8.541455,47.974886,-3.3361957559805,-0.303846897582113,0.324358846061814,4,5,8
"4_5_8",10.291509,47.974902,-3.40338717745907,0.0912791161167084,0.448587249325925,4,5,8
"5_6_7",11.791558,48.924931,-2.25218411398209,1.53070397058735,-0.422521070963647,5,6,7
"5_6_7",11.708218,49.224934,-2.37818190064398,1.37289314734729,-0.434398803655958,5,6,7
"5_6_7",11.458212,49.474925,-2.02516062724492,1.2945874948918,-0.287586049975779,5,6,7
